method,threshold,accuracy,balanced_accuracy,precision,recall,f1,specificity,g_mean,mcc,tn,fp,fn,tp,status,roc_auc,pr_auc,dataset,scenario,strategy,strategy_group,threshold_source,seed
RF (balanced_subsample),0.23,0.9706666666666667,0.9259259259259259,0.8419354838709677,0.87,0.8557377049180328,0.9818518518518519,0.924235419744943,0.8395558543606085,2651.0,49.0,39.0,261.0,ok,0.9900364197530864,0.9314918497707392,synthetic_base,threshold_optimization,validation_best_mcc,validation_optimized,validation,0
Class weight LogisticRegression,0.5,0.8473333333333334,0.8159259259259259,0.3733974358974359,0.7766666666666666,0.5043290043290043,0.8551851851851852,0.8149808753341969,0.4670272905358217,2309.0,391.0,67.0,233.0,ok,0.8979641975308641,0.6936202975871695,synthetic_base,threshold_optimization,default_0.5,fixed_threshold,fixed,0
Class weight LogisticRegression,0.74,0.9243333333333333,0.7920370370370371,0.6204620462046204,0.6266666666666667,0.6235489220563848,0.9574074074074074,0.7745807308744359,0.5814985700896511,2585.0,115.0,112.0,188.0,ok,0.8979641975308641,0.6936202975871695,synthetic_base,threshold_optimization,train_best_f1,train_optimized,train,0
Class weight LogisticRegression,0.55,0.8676666666666667,0.8109259259259259,0.41035120147874304,0.74,0.5279429250891795,0.8818518518518519,0.8078182780615764,0.48523435812670257,2381.0,319.0,78.0,222.0,ok,0.8979641975308641,0.6936202975871695,synthetic_base,threshold_optimization,train_best_g_mean,train_optimized,train,0
Class weight LogisticRegression,0.55,0.8676666666666667,0.8109259259259259,0.41035120147874304,0.74,0.5279429250891795,0.8818518518518519,0.8078182780615764,0.48523435812670257,2381.0,319.0,78.0,222.0,ok,0.8979641975308641,0.6936202975871695,synthetic_base,threshold_optimization,train_best_youden,train_optimized,train,0
Class weight LogisticRegression,0.88,0.9383333333333334,0.7257407407407408,0.8571428571428571,0.46,0.5986984815618221,0.9914814814814815,0.6753380497806128,0.6010170833861483,2677.0,23.0,162.0,138.0,ok,0.8979641975308641,0.6936202975871695,synthetic_base,threshold_optimization,train_best_mcc,train_optimized,train,0
Class weight LogisticRegression,0.76,0.93,0.7892592592592592,0.6618705035971223,0.6133333333333333,0.6366782006920415,0.9651851851851851,0.7694025259339744,0.5985401889871421,2606.0,94.0,116.0,184.0,ok,0.8979641975308641,0.6936202975871695,synthetic_base,threshold_optimization,ghost_kappa,ghost,train,0
Class weight LogisticRegression,0.73,0.922,0.7937037037037037,0.6050955414012739,0.6333333333333333,0.6188925081433225,0.9540740740740741,0.7773332062765921,0.575657410904456,2576.0,124.0,110.0,190.0,ok,0.8979641975308641,0.6936202975871695,synthetic_base,threshold_optimization,ghost_f1,ghost,train,0
Class weight LogisticRegression,0.55,0.8676666666666667,0.8109259259259259,0.41035120147874304,0.74,0.5279429250891795,0.8818518518518519,0.8078182780615764,0.48523435812670257,2381.0,319.0,78.0,222.0,ok,0.8979641975308641,0.6936202975871695,synthetic_base,threshold_optimization,ghost_g_mean,ghost,train,0
Class weight LogisticRegression,0.55,0.8676666666666667,0.8109259259259259,0.41035120147874304,0.74,0.5279429250891795,0.8818518518518519,0.8078182780615764,0.48523435812670257,2381.0,319.0,78.0,222.0,ok,0.8979641975308641,0.6936202975871695,synthetic_base,threshold_optimization,ghost_youden,ghost,train,0
Class weight LogisticRegression,0.87,0.938,0.73,0.8392857142857143,0.47,0.6025641025641025,0.99,0.6821290200541243,0.6002042630513281,2673.0,27.0,159.0,141.0,ok,0.8979641975308641,0.6936202975871695,synthetic_base,threshold_optimization,ghost_mcc,ghost,train,0
Class weight LogisticRegression,0.8200000000000001,0.9346666666666666,0.7592592592592593,0.7363636363636363,0.54,0.6230769230769231,0.9785185185185186,0.72691127381545,0.5967233641688252,2642.0,58.0,138.0,162.0,ok,0.8979641975308641,0.6936202975871695,synthetic_base,threshold_optimization,validation_best_f1,validation_optimized,validation,0
Class weight LogisticRegression,0.54,0.865,0.8109259259259258,0.4047186932849365,0.7433333333333333,0.5240893066980024,0.8785185185185185,0.8081040148182856,0.48179162839217987,2372.0,328.0,77.0,223.0,ok,0.8979641975308641,0.6936202975871695,synthetic_base,threshold_optimization,validation_best_g_mean,validation_optimized,validation,0
