dataset,scenario,method,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,g_mean_mean,g_mean_std,mcc_mean,mcc_std,roc_auc_mean,roc_auc_std,pr_auc_mean,pr_auc_std,tn_mean,tn_std,fp_mean,fp_std,fn_mean,fn_std,tp_mean,tp_std,n_ok,n_error,n_skipped,n_other_status,n_total
synthetic,clean_IR=1000:1,ADASYN + RF,0.9988677988677989,6.660006660008655e-05,0.5554333333333333,0.06935150402919255,0.23148148148148148,0.22280017436140676,0.1111111111111111,0.13877773329774218,0.14619883040935672,0.17039534835477738,0.25816159153047197,0.2581558532035178,0.1573280172359628,0.1738874617977257,0.9026170370370371,0.03642253171404893,0.0724392932147882,0.07183704510289862,14996.333333333334,1.1547005383791202,3.6666666666666665,1.1547005383792515,13.333333333333334,2.0816659994661326,1.6666666666666667,2.0816659994661326,3,0,0,0,3
synthetic,clean_IR=1000:1,Balanced Bagging,0.8792540792540793,0.05020704229659095,0.7397666666666666,0.11996252655632834,0.005759983505442437,0.00305005375839373,0.6,0.19999999999999998,0.011403957970741068,0.006022836324544266,0.7211190960688633,0.13815766570807775,0.05014907637469751,0.02826924008812812,0.8023051851851851,0.11957168541198783,0.02844494877100459,0.0222284557099233,13193.0,751.6029536929722,1807.0,751.6029536929722,6.0,3.0,9.0,3.0,3,0,0,0,3
synthetic,clean_IR=1000:1,Balanced Random Forest,0.9306471306471306,0.020841174636490264,0.7099888888888889,0.08359333661199278,0.0076822023558541985,0.003978015234358375,0.48888888888888893,0.15396007178390017,0.015117720256900726,0.007786285350392306,0.6698982560639841,0.107522818277405,0.05449212767999417,0.026805194569993907,0.810202962962963,0.16305715476532948,0.06574701845061627,0.02339321654266874,13966.333333333334,311.5466792205195,1033.6666666666667,311.5466792205196,7.666666666666667,2.309401076758503,7.333333333333333,2.309401076758503,3,0,0,0,3
synthetic,clean_IR=1000:1,Baseline RF,0.999000999000999,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7478281481481481,0.12735756173090457,0.1171848354602552,0.03687321461265407,15000.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,3,0,0,0,3
synthetic,clean_IR=1000:1,Borderline-SMOTE + RF,0.998934398934399,6.660006660008655e-05,0.5110666666666667,0.01919690368551946,0.08333333333333333,0.14433756729740646,0.022222222222222223,0.03849001794597505,0.03508771929824561,0.06077371254627639,0.08605768952235428,0.14905629063470544,0.04280229984837155,0.07435937250302647,0.8287651851851852,0.06482658562746635,0.044804816196710166,0.042057156171526826,14998.666666666666,1.5275252316519963,1.3333333333333333,1.5275252316519468,14.666666666666666,0.5773502691896258,0.3333333333333333,0.5773502691896258,3,0,0,0,3
synthetic,clean_IR=1000:1,Class weight LogisticRegression,0.8094350094350095,0.06631632308523312,0.6826222222222222,0.14937916087494843,0.003440599459279714,0.002427968272401854,0.5555555555555555,0.23412563895228314,0.006836481388099831,0.004814088371302396,0.6639623369654841,0.16883233093910852,0.03230796206840617,0.028776877876066972,0.7821703703703703,0.09937511846306057,0.09037874966006365,0.11311510991647657,12145.333333333334,992.330758030473,2854.6666666666665,992.330758030473,6.666666666666667,3.5118845842842465,8.333333333333334,3.5118845842842465,3,0,0,0,3
synthetic,clean_IR=1000:1,Custom weighted log-loss LR,0.9991563991563992,0.00013863909420347572,0.5999777777777777,0.08816651753820619,0.5714285714285715,0.5150787536377127,0.19999999999999998,0.17638342073763938,0.291866028708134,0.25331754051577127,0.36456985246097195,0.31719238924138055,0.33461112607349536,0.29013395390021074,0.7708355555555556,0.07809009586115863,0.27995247007844515,0.18910408376138288,14999.333333333334,1.1547005383791202,0.6666666666666666,1.1547005383792517,12.0,2.6457513110645907,3.0,2.6457513110645907,3,0,0,0,3
synthetic,clean_IR=1000:1,EasyEnsemble,0.7622599622599623,0.11849071509837847,0.6923111111111111,0.10442085963027656,0.0031053873743920393,0.0015613369187620573,0.6222222222222222,0.10183501544346309,0.006177228233666157,0.0030986095650959652,0.6881746457540666,0.10389704771074283,0.03145047135452003,0.01951968037773544,0.7748222222222223,0.14253183680744347,0.04730989430322916,0.039258494665754894,11436.0,1777.9232266889367,3564.0,1777.9232266889367,5.666666666666667,1.5275252316519465,9.333333333333334,1.5275252316519468,3,0,0,0,3
synthetic,clean_IR=1000:1,RF (balanced_subsample),0.999000999000999,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8275748148148149,0.1219386065792356,0.10437611790964103,0.08925818455676908,15000.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,3,0,0,0,3
synthetic,clean_IR=1000:1,RUSBoost,0.7298035298035298,0.1284212492201272,0.6094666666666666,0.0479326031469651,0.0019725544024501757,0.0005543484533610651,0.4888888888888889,0.13877773329774218,0.00392619949473098,0.0010965496206605853,0.5876175672440964,0.06414006201080676,0.0165384075689915,0.007113631583378566,0.628125925925926,0.05160272546794566,0.0024113242090911913,0.0016956508278313004,10950.666666666666,1929.7964486788067,4049.3333333333335,1929.7964486788064,7.666666666666667,2.0816659994661326,7.333333333333333,2.0816659994661326,3,0,0,0,3
