IR_target,n_samples_generated,n_minority_target,class_sep,feature_noise_std,flip_y,Train_size,Test_size,Train_c0,Train_c1,Train_IR_actual,Test_c0,Test_c1,Test_IR_actual,noise,Method,Holdout_Accuracy,Holdout_Balanced Accuracy,Holdout_Precision,Holdout_Recall,Holdout_F1,Holdout_Specificity,Holdout_G-Mean,Holdout_MCC,Holdout_ROC-AUC,Holdout_PR-AUC,Holdout_OK,Train_after_size,Train_after_c0,Train_after_c1,Train_after_IR,CV_F1_mean,CV_F1_std,CV_MCC_mean,CV_MCC_std,CV_PR-AUC_mean,CV_PR-AUC_std,CV_ROC-AUC_mean,CV_ROC-AUC_std,CV_OK,Holdout_error
10,5500,500,0.7,0.15,0.0,3850,1650,3500,350,10.0,1500,150,10.0,overlap_feature_noise,Baseline RF,0.9303030303030303,0.6166666666666667,1.0,0.23333333333333334,0.3783783783783784,1.0,0.48304589153964794,0.4655300916738573,0.9311888888888888,0.7596542663832693,True,3850.0,3500.0,350.0,10.0,0.38827991454499217,0.05301808679833909,0.47020473454387923,0.04342432345540889,0.7321723481763742,0.0828554792164543,0.919065306122449,0.03256644609223911,True,
10,5500,500,0.7,0.15,0.0,3850,1650,3500,350,10.0,1500,150,10.0,overlap_feature_noise,RF (balanced_subsample),0.9218181818181819,0.5700000000000001,1.0,0.14,0.24561403508771928,1.0,0.37416573867739417,0.3590451835501639,0.9667666666666668,0.8330514301735917,True,3850.0,3500.0,350.0,10.0,0.2164658366978908,0.06475096944653662,0.3313867189473499,0.05724093611142747,0.7768972871299873,0.07438892503830427,0.9503714285714286,0.025123888451606742,True,
10,5500,500,0.7,0.15,0.0,3850,1650,3500,350,10.0,1500,150,10.0,overlap_feature_noise,Class weight LogisticRegression,0.7551515151515151,0.7303333333333333,0.22629310344827586,0.7,0.34201954397394135,0.7606666666666667,0.7297031359852215,0.2945619950251263,0.8059199999999999,0.48707332704613704,True,3850.0,3500.0,350.0,10.0,0.33260624274985173,0.03092638804640421,0.28260381551396246,0.046042809925444954,0.47321698535282763,0.0683197297345642,0.7963632653061226,0.04471075517689371,True,
10,5500,500,0.7,0.15,0.0,3850,1650,3500,350,10.0,1500,150,10.0,overlap_feature_noise,Custom weighted log-loss LR,0.883030303030303,0.7196666666666667,0.39195979899497485,0.52,0.4469914040114613,0.9193333333333333,0.6914140100788625,0.3878155066383375,0.8060844444444444,0.4978708997083857,True,3850.0,3500.0,350.0,10.0,0.4234413432722818,0.05012112968798821,0.3621850454508948,0.056869887097485985,,,,,True,
10,5500,500,0.7,0.15,0.0,3850,1650,3500,350,10.0,1500,150,10.0,overlap_feature_noise,Random Oversampling + RF,0.9357575757575758,0.6496666666666666,0.9782608695652174,0.3,0.45918367346938777,0.9993333333333333,0.5475399528801528,0.5227153373149217,0.9716133333333334,0.8437024712774203,True,7000.0,3500.0,3500.0,1.0,0.4186353579276278,0.08044208917984241,0.4841437898277988,0.06994693387636823,0.7864449604169101,0.07100078536731852,0.9532836734693879,0.020966708106257274,True,
10,5500,500,0.7,0.15,0.0,3850,1650,3500,350,10.0,1500,150,10.0,overlap_feature_noise,Random Undersampling + RF,0.8333333333333334,0.8243333333333334,0.33062330623306235,0.8133333333333334,0.4701348747591522,0.8353333333333334,0.8242599374253515,0.447533028503244,0.9317977777777777,0.7096788959964859,True,700.0,350.0,350.0,1.0,0.5297937114542007,0.05187180759521524,0.507682921175975,0.0630654229442558,0.6891591794194903,0.08428969121358107,0.9232693877551021,0.03578264687772565,True,
10,5500,500,0.7,0.15,0.0,3850,1650,3500,350,10.0,1500,150,10.0,overlap_feature_noise,SMOTE + RF,0.9454545454545454,0.7809999999999999,0.7631578947368421,0.58,0.6590909090909091,0.982,0.754691990152274,0.637058832127854,0.9620533333333333,0.7783531860141951,True,7000.0,3500.0,3500.0,1.0,0.6390742693801517,0.06702955987582526,0.6177931093947986,0.06381371707860355,0.7312984269643578,0.09550537509855817,0.949826530612245,0.02418401876960067,True,
10,5500,500,0.7,0.15,0.0,3850,1650,3500,350,10.0,1500,150,10.0,overlap_feature_noise,Borderline-SMOTE + RF,0.9496969696969697,0.8013333333333333,0.7815126050420168,0.62,0.6914498141263941,0.9826666666666667,0.7805468168747685,0.6697417219866783,0.9633177777777778,0.7839405550651906,True,7000.0,3500.0,3500.0,1.0,0.6287475259407872,0.08969928234537221,0.6100074388101232,0.0847200768017044,0.7190090394598648,0.0829697782476482,0.9482857142857144,0.026434598635082705,True,
10,5500,500,0.7,0.15,0.0,3850,1650,3500,350,10.0,1500,150,10.0,overlap_feature_noise,ADASYN + RF,0.9521212121212121,0.8296666666666667,0.7669172932330827,0.68,0.7208480565371025,0.9793333333333333,0.8160555536644958,0.6962699959474095,0.9639866666666667,0.7855500034568957,True,6955.0,3500.0,3455.0,1.0130246020260492,0.6202074679749519,0.07812607947913476,0.5931835905339105,0.08021301602713159,0.700567905293321,0.09611890236989505,0.9500142857142858,0.019863124505442233,True,
10,5500,500,0.7,0.15,0.0,3850,1650,3500,350,10.0,1500,150,10.0,overlap_feature_noise,SMOTE-Tomek + RF,0.9454545454545454,0.7809999999999999,0.7631578947368421,0.58,0.6590909090909091,0.982,0.754691990152274,0.637058832127854,0.9620533333333333,0.7783531860141951,True,7000.0,3500.0,3500.0,1.0,0.6400901423960248,0.06699739367135049,0.6191254763665697,0.06364961429863338,0.7361321947776049,0.0964767431570348,0.9508142857142857,0.024595863333655595,True,
