dataset,scenario,experiment,parameter,parameter_value,method,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,g_mean_mean,g_mean_std,mcc_mean,mcc_std,roc_auc_mean,roc_auc_std,pr_auc_mean,pr_auc_std,tn_mean,tn_std,fp_mean,fp_std,fn_mean,fn_std,tp_mean,tp_std,n_ok,n_error,n_skipped,n_other_status,n_total
synthetic,label_noise:flip_y=0.0,label_noise,flip_y,0.0,ADASYN + RF,0.9846042120551924,0.004048615792234207,0.7271851851851853,0.0504720107417245,0.6661111111111112,0.1558162498063142,0.45925925925925926,0.100205550062731,0.5393090569561158,0.11183360110325169,0.6732859990729813,0.07496044713871602,0.5435007440598406,0.1145428016205917,0.9759399176954733,0.010164256862327834,0.6140043991372052,0.11191928390397833,4478.0,14.422205101855956,22.0,14.422205101855956,48.666666666666664,9.018499505645787,41.333333333333336,9.018499505645787,3,0,0,0,3
synthetic,label_noise:flip_y=0.0,label_noise,flip_y,0.0,Balanced Bagging,0.9160493827160493,0.0028350357728311923,0.8628148148148149,0.021192921405400262,0.16488897542963876,0.005244986300589044,0.8074074074074075,0.044905020936970796,0.27380468443806383,0.009046517900371122,0.8607899557663896,0.022672990479832573,0.3414530539271232,0.015247804020152668,0.9513045267489711,0.017791139625938916,0.43747404296461684,0.050206852091784784,4132.0,15.716233645501712,368.0,15.716233645501712,17.333333333333332,4.04145188432738,72.66666666666667,4.041451884327379,3,0,0,0,3
synthetic,label_noise:flip_y=0.0,label_noise,flip_y,0.0,Balanced Random Forest,0.943282498184459,0.009939353441351141,0.8694444444444445,0.05173913674970753,0.22997992047350965,0.02827985144810853,0.7925925925925926,0.1096196191625833,0.3552673484344994,0.03841289563119077,0.8644465639611815,0.05849499015885073,0.40742565639042444,0.04500476270926706,0.9644666666666666,0.0135068144835962,0.5187518402271499,0.056729296884414734,4258.333333333333,50.649119768593586,241.66666666666666,50.64911976859354,18.666666666666668,9.865765724632496,71.33333333333333,9.865765724632496,3,0,0,0,3
synthetic,label_noise:flip_y=0.0,label_noise,flip_y,0.0,Baseline RF,0.9822803195352215,0.0007651164671642957,0.5481481481481482,0.019510469912690214,1.0,0.0,0.09629629629629628,0.03902093982538051,0.17412515245332583,0.06535594578256745,0.3056927993608215,0.06536293347809011,0.30298370292625393,0.06489098701471961,0.9543893004115227,0.035775209488996894,0.6697657454475422,0.1438309530218327,4500.0,0.0,0.0,0.0,81.33333333333333,3.5118845842842448,8.666666666666666,3.5118845842842465,3,0,0,0,3
synthetic,label_noise:flip_y=0.0,label_noise,flip_y,0.0,Borderline-SMOTE + RF,0.9860566448801743,0.002568589569183374,0.7115925925925927,0.047668134312206775,0.7738319856244384,0.13038553053649643,0.4259259259259259,0.09579642338057454,0.5422790542790542,0.09182609253779965,0.6488394182497147,0.07484966274305539,0.5639907018678035,0.08435953128752911,0.9772106995884773,0.015338647681137867,0.6421681875769785,0.1113302167535194,4487.666666666667,10.115993936995618,12.333333333333334,10.115993936995679,51.666666666666664,8.621678104251707,38.333333333333336,8.621678104251707,3,0,0,0,3
synthetic,label_noise:flip_y=0.0,label_noise,flip_y,0.0,Class weight LogisticRegression,0.8363108206245461,0.054924578343130026,0.8221481481481482,0.0770473906860099,0.09679164891954066,0.03520745972122533,0.8074074074074074,0.100819685843083,0.17218938722972996,0.058890538566829576,0.8217399766564885,0.07752533698917816,0.242853234371284,0.07991430752782344,0.9017572016460905,0.06316497789724333,0.22909544681725924,0.11314735558583701,3766.0,243.22212070451158,734.0,243.22212070451158,17.333333333333332,9.073771725877465,72.66666666666667,9.073771725877464,3,0,0,0,3
synthetic,label_noise:flip_y=0.0,label_noise,flip_y,0.0,Custom weighted log-loss LR,0.9738562091503269,0.0017429193899782397,0.669074074074074,0.09965770635637762,0.31771323914181054,0.09350008952539858,0.35185185185185186,0.20377103264413213,0.3257889049318477,0.1481322692079615,0.5672209479777645,0.19242244342057707,0.31731602139101284,0.14679348375659515,0.8935851851851853,0.07054653232862666,0.289953677242216,0.14381307580328087,4438.333333333333,21.54839514519199,61.666666666666664,21.548395145191982,58.333333333333336,18.339392937971894,31.666666666666668,18.33939293797189,3,0,0,0,3
synthetic,label_noise:flip_y=0.0,label_noise,flip_y,0.0,EasyEnsemble,0.8285403050108933,0.05599637151267754,0.8236296296296296,0.06561290648906196,0.09320097711403767,0.031176707897597754,0.8185185185185185,0.07563176983948941,0.16671120879828857,0.052230769906679846,0.8235678143007613,0.06570892723757847,0.23894661185370072,0.06982610711541308,0.8966098765432099,0.06789859976930689,0.25015694019780504,0.10182823572595315,3729.3333333333335,250.21857111999762,770.6666666666666,250.21857111999768,16.333333333333332,6.8068592855540455,73.66666666666667,6.806859285554045,3,0,0,0,3
synthetic,label_noise:flip_y=0.0,label_noise,flip_y,0.0,RF (balanced_subsample),0.9814814814814815,0.00037735311711740917,0.5295925925925926,0.012765855952081724,0.9629629629629629,0.06415002990995845,0.05925925925925926,0.02566001196398337,0.11060964252453614,0.04417294129196364,0.23991542986072203,0.050397342368387256,0.2318545250687343,0.03987541285272323,0.9725427983539094,0.02331339654940728,0.6568237957671527,0.10360529929293066,4499.666666666667,0.5773502691895601,0.3333333333333333,0.5773502691896258,84.66666666666667,2.309401076758502,5.333333333333333,2.309401076758503,3,0,0,0,3
synthetic,label_noise:flip_y=0.0,label_noise,flip_y,0.0,RUSBoost,0.7589324618736384,0.09381874286331326,0.662,0.09459517383873368,0.044264889805897274,0.004281922454137287,0.5611111111111111,0.29069945448780293,0.08149636881128702,0.010738641890940847,0.6363377889995545,0.12950157838628512,0.10333607660344901,0.04662565401929978,0.6775333333333333,0.07262772316987164,0.0387945244029407,0.00288266187056891,3433.0,456.7909806465097,1067.0,456.7909806465097,39.5,26.16295090390226,50.5,26.16295090390226,2,1,0,0,3
